,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5,NCP_cur,PNpop_c_norm,pop,PN,country
5049,97.0,18.0,96.0,18.0,96.0,19.0,97.0,19.0,97.0,18.0,8.055968582630157,0.045082139283339484,lowest,high,Burma
5050,98.0,18.0,97.0,18.0,97.0,19.0,98.0,19.0,98.0,18.0,99.20664628346762,0.005844555711069131,medium,low,Burma
5051,99.0,18.0,98.0,18.0,98.0,19.0,99.0,19.0,99.0,18.0,26.55455817778905,0.01911364191474598,high,high,Thailand
5052,100.0,18.0,99.0,18.0,99.0,19.0,100.0,19.0,100.0,18.0,29.429323474566143,0.027984547289042677,high,high,Thailand
5053,101.0,18.0,100.0,18.0,100.0,19.0,101.0,19.0,101.0,18.0,35.73899269104004,0.02021871087977669,high,high,Thailand
5054,102.0,18.0,101.0,18.0,101.0,19.0,102.0,19.0,102.0,18.0,79.07421986262003,0.011080635852056738,medium,medium,Lao People's Democratic Republic
5055,103.0,18.0,102.0,18.0,102.0,19.0,103.0,19.0,103.0,18.0,38.724423448244735,0.048617130117425945,highest,high,Lao People's Democratic Republic
5056,104.0,18.0,103.0,18.0,103.0,19.0,104.0,19.0,104.0,18.0,21.972391506036125,0.03174658276588281,lowest,high,Lao People's Democratic Republic
5057,105.0,18.0,104.0,18.0,104.0,19.0,105.0,19.0,105.0,18.0,35.6340875228246,0.01062483020004268,medium,medium,Lao People's Democratic Republic
5058,106.0,18.0,105.0,18.0,105.0,19.0,106.0,19.0,106.0,18.0,7.970993717511495,0.004988747356121081,lowest,highest,Viet Nam
5059,107.0,18.0,106.0,18.0,106.0,19.0,107.0,19.0,107.0,18.0,23.452858130137123,0.019119721534869988,lowest,high,Viet Nam
5060,109.0,18.0,108.0,18.0,108.0,19.0,109.0,19.0,109.0,18.0,7.448318600654602,0.018372938134132953,lowest,highest,China
5061,110.0,18.0,109.0,18.0,109.0,19.0,110.0,19.0,110.0,18.0,16.38990044593811,0.04268319545347376,lowest,highest,China
5062,111.0,18.0,110.0,18.0,110.0,19.0,111.0,19.0,111.0,18.0,31.15912179152171,0.010161045036572605,lowest,high,China
5063,121.0,18.0,120.0,18.0,120.0,19.0,121.0,19.0,121.0,18.0,31.048081318537395,0.02669858678674489,high,medium,Philippines
5064,122.0,18.0,121.0,18.0,121.0,19.0,122.0,19.0,122.0,18.0,77.45973467826843,0.035606931233249636,highest,high,Philippines
5065,123.0,18.0,122.0,18.0,122.0,19.0,123.0,19.0,123.0,18.0,99.48808749516806,0.002720584552205049,low,low,Philippines
5066,-101.0,17.0,-102.0,17.0,-102.0,18.0,-101.0,18.0,-101.0,17.0,1.1119706245760121,0.00194641562047647,low,medium,Mexico
5067,-100.0,17.0,-101.0,17.0,-101.0,18.0,-100.0,18.0,-100.0,17.0,0.37033669650554657,0.006303666654776962,medium,medium,Mexico
5068,-99.0,17.0,-100.0,17.0,-100.0,18.0,-99.0,18.0,-99.0,17.0,35.926007231076554,0.048295128195376305,highest,medium,Mexico
5069,-98.0,17.0,-99.0,17.0,-99.0,18.0,-98.0,18.0,-98.0,17.0,49.79793826738994,0.01798283176285181,high,medium,Mexico
5070,-97.0,17.0,-98.0,17.0,-98.0,18.0,-97.0,18.0,-97.0,17.0,40.87539712587993,0.010605726338664375,medium,low,Mexico
5071,-96.0,17.0,-97.0,17.0,-97.0,18.0,-96.0,18.0,-96.0,17.0,35.84944407145183,0.033915884821219835,highest,medium,Mexico
5072,-95.0,17.0,-96.0,17.0,-96.0,18.0,-95.0,18.0,-95.0,17.0,0.16850516743337113,0.010166105570760635,lowest,high,Mexico
5073,-94.0,17.0,-95.0,17.0,-95.0,18.0,-94.0,18.0,-94.0,17.0,0.09914691715190808,0.0025731907610698104,lowest,high,Mexico
5074,-93.0,17.0,-94.0,17.0,-94.0,18.0,-93.0,18.0,-93.0,17.0,0.5189281267424424,0.037046969655549405,highest,high,Mexico
5075,-92.0,17.0,-93.0,17.0,-93.0,18.0,-92.0,18.0,-92.0,17.0,3.206364375849565,0.041984971632360896,highest,high,Mexico
5076,-91.0,17.0,-92.0,17.0,-92.0,18.0,-91.0,18.0,-91.0,17.0,4.885949939489365,0.011072162207883162,medium,high,Mexico
5077,-90.0,17.0,-91.0,17.0,-91.0,18.0,-90.0,18.0,-90.0,17.0,25.49790342648824,0.004901181820924262,low,medium,Guatemala
5078,-89.0,17.0,-90.0,17.0,-90.0,18.0,-89.0,18.0,-89.0,17.0,47.391291459401444,0.005705880701166146,medium,low,Guatemala
5079,-88.0,17.0,-89.0,17.0,-89.0,18.0,-88.0,18.0,-88.0,17.0,59.605648120244346,0.005127514718981291,medium,medium,Belize
5080,-77.0,17.0,-78.0,17.0,-78.0,18.0,-77.0,18.0,-77.0,17.0,35.306379199028015,0.004310591956348112,lowest,high,Jamaica
5081,-71.0,17.0,-72.0,17.0,-72.0,18.0,-71.0,18.0,-71.0,17.0,94.38378413518271,8.906868491232345e-05,lowest,medium,Dominican Republic
5082,-15.0,17.0,-16.0,17.0,-16.0,18.0,-15.0,18.0,-15.0,17.0,89.58479563395181,0.003166004051168088,low,,Mauritania
5083,-14.0,17.0,-15.0,17.0,-15.0,18.0,-14.0,18.0,-14.0,17.0,9.629181524117786,0.002947867633686512,low,lowest,Mauritania
5084,-13.0,17.0,-14.0,17.0,-14.0,18.0,-13.0,18.0,-13.0,17.0,2.341992056691454e-15,0.002354794035558962,low,lowest,Mauritania
5085,-12.0,17.0,-13.0,17.0,-13.0,18.0,-12.0,18.0,-12.0,17.0,4.044170515650572,0.002711155089474425,low,lowest,Mauritania
5086,-11.0,17.0,-12.0,17.0,-12.0,18.0,-11.0,18.0,-11.0,17.0,0.0002921950416142257,0.0025439820019483683,low,lowest,Mauritania
5087,-10.0,17.0,-11.0,17.0,-11.0,18.0,-10.0,18.0,-10.0,17.0,19.56682254870733,0.0011005833955878299,lowest,lowest,Mauritania
5088,32.0,17.0,31.0,17.0,31.0,18.0,32.0,18.0,32.0,17.0,64.87668951352438,0.0013718554756175388,lowest,lowest,Sudan
5089,34.0,17.0,33.0,17.0,33.0,18.0,34.0,18.0,34.0,17.0,41.38474464416504,0.004645854145644829,low,lowest,Sudan
5091,39.0,17.0,38.0,17.0,38.0,18.0,39.0,18.0,39.0,17.0,88.82548213005066,0.01021532468825745,medium,lowest,Eritrea
5092,43.0,17.0,42.0,17.0,42.0,18.0,43.0,18.0,43.0,17.0,3.786955046416922e-15,0.026706849933054895,high,medium,Saudi Arabia
5093,44.0,17.0,43.0,17.0,43.0,18.0,44.0,18.0,44.0,17.0,5.678875595131061e-16,0.03236707732596102,highest,medium,Saudi Arabia
5094,45.0,17.0,44.0,17.0,44.0,18.0,45.0,18.0,45.0,17.0,64.41625754038492,0.007770701929145342,medium,medium,Saudi Arabia
5095,54.0,17.0,53.0,17.0,53.0,18.0,54.0,18.0,54.0,17.0,0.37613342671344674,0.0038301153412342737,low,low,Oman
5096,55.0,17.0,54.0,17.0,54.0,18.0,55.0,18.0,55.0,17.0,9.047823896010716,0.0031722053470892935,low,low,Oman
5097,74.0,17.0,73.0,17.0,73.0,18.0,74.0,18.0,74.0,17.0,76.44485433896384,0.05890329371191206,highest,high,India
5098,75.0,17.0,74.0,17.0,74.0,18.0,75.0,18.0,75.0,17.0,45.98227242628734,0.18637322439812037,highest,highest,India
5099,76.0,17.0,75.0,17.0,75.0,18.0,76.0,18.0,76.0,17.0,28.31749419371287,0.09634226022530024,lowest,highest,India
5100,77.0,17.0,76.0,17.0,76.0,18.0,77.0,18.0,77.0,17.0,12.959655125935873,0.101517050086707,lowest,highest,India
5101,78.0,17.0,77.0,17.0,77.0,18.0,78.0,18.0,78.0,17.0,27.49216854572296,0.11714759288724387,lowest,highest,India
5102,79.0,17.0,78.0,17.0,78.0,18.0,79.0,18.0,79.0,17.0,29.00209625562032,0.3360749705629011,highest,highest,India
5103,80.0,17.0,79.0,17.0,79.0,18.0,80.0,18.0,80.0,17.0,12.150634825229645,0.12266394473962085,lowest,highest,India
5104,81.0,17.0,80.0,17.0,80.0,18.0,81.0,18.0,81.0,17.0,36.45008603731792,0.11378602041518181,highest,highest,India
5105,82.0,17.0,81.0,17.0,81.0,18.0,82.0,18.0,82.0,17.0,48.334775368372604,0.15220378908968393,highest,high,India
5106,83.0,17.0,82.0,17.0,82.0,18.0,83.0,18.0,83.0,17.0,54.13334767023722,0.11351178518142334,highest,high,India
5107,84.0,17.0,83.0,17.0,83.0,18.0,84.0,18.0,84.0,17.0,48.21578462918599,0.008501707202417155,medium,high,India
5108,95.0,17.0,94.0,17.0,94.0,18.0,95.0,18.0,95.0,17.0,12.938242157300314,0.02964201619886165,lowest,medium,Burma
5109,96.0,17.0,95.0,17.0,95.0,18.0,96.0,18.0,96.0,17.0,2.836707917352517,0.09760601792029551,lowest,highest,Burma
5110,97.0,17.0,96.0,17.0,96.0,18.0,97.0,18.0,97.0,17.0,8.561372011899948,0.23337242907516076,highest,high,Burma
5111,98.0,17.0,97.0,17.0,97.0,18.0,98.0,18.0,98.0,17.0,40.013592441876725,0.042678513261889504,highest,high,Burma
5112,99.0,17.0,98.0,17.0,98.0,18.0,99.0,18.0,99.0,17.0,70.38203676541647,0.01719515982007966,high,medium,Thailand
5113,100.0,17.0,99.0,17.0,99.0,18.0,100.0,18.0,100.0,17.0,15.871529777844747,0.032880907206350674,lowest,highest,Thailand
5114,101.0,17.0,100.0,17.0,100.0,18.0,101.0,18.0,101.0,17.0,21.783705055713654,0.03427880462784689,lowest,high,Thailand
5115,102.0,17.0,101.0,17.0,101.0,18.0,102.0,18.0,102.0,17.0,43.97243559360504,0.0038497050569511865,lowest,high,Thailand
5116,103.0,17.0,102.0,17.0,102.0,18.0,103.0,18.0,103.0,17.0,13.179288307825724,0.05947062869719707,lowest,highest,Thailand
5117,104.0,17.0,103.0,17.0,103.0,18.0,104.0,18.0,104.0,17.0,10.604411363601685,0.05099126572414232,lowest,highest,Thailand
5118,105.0,17.0,104.0,17.0,104.0,18.0,105.0,18.0,105.0,17.0,28.907418251037598,0.040646990932537076,highest,high,Thailand
5119,106.0,17.0,105.0,17.0,105.0,18.0,106.0,18.0,106.0,17.0,58.24207663536072,0.010288685149462198,medium,medium,Lao People's Democratic Republic
5120,107.0,17.0,106.0,17.0,106.0,18.0,107.0,18.0,107.0,17.0,31.029810508092243,0.02622108922688102,lowest,high,Viet Nam
5121,108.0,17.0,107.0,17.0,107.0,18.0,108.0,18.0,108.0,17.0,8.890407035748165,0.01195672220455025,lowest,medium,Viet Nam
5122,121.0,17.0,120.0,17.0,120.0,18.0,121.0,18.0,121.0,17.0,50.32365024089813,0.04039167178140873,highest,high,Philippines
5123,122.0,17.0,121.0,17.0,121.0,18.0,122.0,18.0,122.0,17.0,19.665478666623436,0.06715117307869246,lowest,highest,Philippines
5124,123.0,17.0,122.0,17.0,122.0,18.0,123.0,18.0,123.0,17.0,46.77213927110036,0.0028773828224460674,lowest,medium,Philippines
5125,-99.0,16.0,-100.0,16.0,-100.0,17.0,-99.0,17.0,-99.0,16.0,4.048360387484232,8.575935198567087e-05,lowest,medium,Mexico
5126,-98.0,16.0,-99.0,16.0,-99.0,17.0,-98.0,17.0,-98.0,16.0,0.731184830268224,0.005790954398422693,medium,high,Mexico
5127,-97.0,16.0,-98.0,16.0,-98.0,17.0,-97.0,17.0,-97.0,16.0,1.7807432760794957,0.010023446944285131,medium,medium,Mexico
5128,-96.0,16.0,-97.0,16.0,-97.0,17.0,-96.0,17.0,-96.0,16.0,1.2248378557463488,0.012023517070928016,high,medium,Mexico
5129,-95.0,16.0,-96.0,16.0,-96.0,17.0,-95.0,17.0,-95.0,16.0,11.906607697407406,0.011515195437033113,high,medium,Mexico
5130,-94.0,16.0,-95.0,16.0,-95.0,17.0,-94.0,17.0,-94.0,16.0,15.79939474662145,0.006204327863009873,low,high,Mexico
5131,-93.0,16.0,-94.0,16.0,-94.0,17.0,-93.0,17.0,-93.0,16.0,1.29451435059309,0.01320840695456659,high,high,Mexico
5132,-92.0,16.0,-93.0,16.0,-93.0,17.0,-92.0,17.0,-92.0,16.0,41.24520321687062,0.01925805661477631,high,low,Mexico
5133,-91.0,16.0,-92.0,16.0,-92.0,17.0,-91.0,17.0,-91.0,16.0,99.46687817573547,0.02328133590262334,high,low,Mexico
5134,-90.0,16.0,-91.0,16.0,-91.0,17.0,-90.0,17.0,-90.0,16.0,43.210672338803604,0.018789823823202056,high,high,Guatemala
5135,-89.0,16.0,-90.0,16.0,-90.0,17.0,-89.0,17.0,-89.0,16.0,27.179125944773357,0.014636759802298963,medium,high,Guatemala
5136,-88.0,16.0,-89.0,16.0,-89.0,17.0,-88.0,17.0,-88.0,16.0,98.33792448043823,0.00597055602774285,medium,low,Belize
5137,-16.0,16.0,-17.0,16.0,-17.0,17.0,-16.0,17.0,-16.0,16.0,42.18704104423523,0.015801668405287954,high,low,Mauritania
5138,-15.0,16.0,-16.0,16.0,-16.0,17.0,-15.0,17.0,-15.0,16.0,46.34634057680766,0.013234516959546723,high,low,Senegal
5139,-14.0,16.0,-15.0,16.0,-15.0,17.0,-14.0,17.0,-14.0,16.0,45.101550221443176,0.00886088813956125,medium,low,Senegal
5140,-13.0,16.0,-14.0,16.0,-14.0,17.0,-13.0,17.0,-13.0,16.0,15.07259284456571,0.011655013866243112,high,lowest,Mauritania
5141,-12.0,16.0,-13.0,16.0,-13.0,17.0,-12.0,17.0,-12.0,16.0,0.007447627202357883,0.006069775397738083,medium,lowest,Mauritania
5142,-11.0,16.0,-12.0,16.0,-12.0,17.0,-11.0,17.0,-11.0,16.0,1.0717729841739699e-15,0.0033329941058999777,low,lowest,Mauritania
5143,-10.0,16.0,-11.0,16.0,-11.0,17.0,-10.0,17.0,-10.0,16.0,3.0215016029918235e-05,0.0027148143656377122,low,lowest,Mauritania
5144,-9.0,16.0,-10.0,16.0,-10.0,17.0,-9.0,17.0,-9.0,16.0,0.19099685014225543,0.0025673310379341462,low,lowest,Mauritania
5145,-8.0,16.0,-9.0,16.0,-9.0,17.0,-8.0,17.0,-8.0,16.0,5.681391106519209e-15,0.002791575359716015,low,lowest,Mauritania
5146,-7.0,16.0,-8.0,16.0,-8.0,17.0,-7.0,17.0,-7.0,16.0,4.628237103180509e-15,0.0036286181846934746,low,lowest,Mauritania
5147,-6.0,16.0,-7.0,16.0,-7.0,17.0,-6.0,17.0,-6.0,16.0,4.0854470444192175e-16,0.0014151936589453635,lowest,lowest,Mauritania
5148,-5.0,16.0,-6.0,16.0,-6.0,17.0,-5.0,17.0,-5.0,16.0,0.0053753014071920594,0.001692574408800602,low,lowest,Mali
5149,-4.0,16.0,-5.0,16.0,-5.0,17.0,-4.0,17.0,-4.0,16.0,0.1938014504654954,0.002924230915563282,low,lowest,Mali
5150,-3.0,16.0,-4.0,16.0,-4.0,17.0,-3.0,17.0,-3.0,16.0,13.327765216430029,0.010577916090596088,medium,lowest,Mali
5151,-2.0,16.0,-3.0,16.0,-3.0,17.0,-2.0,17.0,-2.0,16.0,13.939966758092245,0.0009137767251363181,lowest,lowest,Mali
5153,0.0,16.0,-1.0,16.0,-1.0,17.0,0.0,17.0,0.0,16.0,16.118324796358742,0.005441685359980229,medium,lowest,Mali
5159,33.0,16.0,32.0,16.0,32.0,17.0,33.0,17.0,33.0,16.0,17.572020987669625,0.06452518295880065,highest,lowest,Sudan
5160,34.0,16.0,33.0,16.0,33.0,17.0,34.0,17.0,34.0,16.0,60.66354910532633,0.02129777311624777,high,lowest,Sudan
5163,37.0,16.0,36.0,16.0,36.0,17.0,37.0,17.0,37.0,16.0,50.89567502339681,0.01259471560557581,high,low,Sudan
5164,38.0,16.0,37.0,16.0,37.0,17.0,38.0,17.0,38.0,16.0,4.010259360074997,0.009021337611441827,medium,lowest,Eritrea
5165,39.0,16.0,38.0,16.0,38.0,17.0,39.0,17.0,39.0,16.0,16.24459077914556,0.010106988783927713,medium,lowest,Eritrea
5166,43.0,16.0,42.0,16.0,42.0,17.0,43.0,17.0,43.0,16.0,1.0063126746584034e-16,0.010078452930831615,medium,low,Saudi Arabia
5167,44.0,16.0,43.0,16.0,43.0,17.0,44.0,17.0,44.0,16.0,4.697002006136396e-16,0.07440945511891557,highest,medium,Yemen
5168,45.0,16.0,44.0,16.0,44.0,17.0,45.0,17.0,45.0,16.0,0.08119276317302138,0.019245807003135537,high,low,Yemen
5169,49.0,16.0,48.0,16.0,48.0,17.0,49.0,17.0,49.0,16.0,87.88186311721802,0.009657219345681874,medium,medium,Yemen
5170,50.0,16.0,49.0,16.0,49.0,17.0,50.0,17.0,50.0,16.0,79.64147130648294,0.003113148358963828,low,medium,Yemen
5171,54.0,16.0,53.0,16.0,53.0,17.0,54.0,17.0,54.0,16.0,9.20489529768626,2.9304991470074805e-05,lowest,low,Oman
5172,74.0,16.0,73.0,16.0,73.0,17.0,74.0,17.0,74.0,16.0,99.90471998850504,0.03478780424630904,highest,medium,India
5173,75.0,16.0,74.0,16.0,74.0,17.0,75.0,17.0,75.0,16.0,35.53062478701274,0.16778464948225913,highest,highest,India
5174,76.0,16.0,75.0,16.0,75.0,17.0,76.0,17.0,76.0,16.0,34.65518256028493,0.11299875001416625,lowest,highest,India
5175,77.0,16.0,76.0,16.0,76.0,17.0,77.0,17.0,77.0,16.0,21.392056345939636,0.1049718701308555,lowest,highest,India
5176,78.0,16.0,77.0,16.0,77.0,17.0,78.0,17.0,78.0,16.0,29.7126571337382,0.12467235937085111,lowest,highest,India
5177,79.0,16.0,78.0,16.0,78.0,17.0,79.0,17.0,79.0,16.0,11.30301554997762,0.07951855917346265,lowest,highest,India
5178,80.0,16.0,79.0,16.0,79.0,17.0,80.0,17.0,80.0,16.0,25.86533526579539,0.07961638461185144,lowest,highest,India
5179,81.0,16.0,80.0,16.0,80.0,17.0,81.0,17.0,81.0,16.0,27.068880200386047,0.22763280832492963,lowest,highest,India
5180,82.0,16.0,81.0,16.0,81.0,17.0,82.0,17.0,82.0,16.0,46.41850392023723,0.09559471401668124,lowest,highest,India
5181,83.0,16.0,82.0,16.0,82.0,17.0,83.0,17.0,83.0,16.0,34.184997280438736,0.01202971443586151,lowest,high,India
5182,95.0,16.0,94.0,16.0,94.0,17.0,95.0,17.0,95.0,16.0,12.509699165821075,0.03174854996662708,lowest,high,Burma
5183,96.0,16.0,95.0,16.0,95.0,17.0,96.0,17.0,96.0,16.0,10.457061231136322,0.06697391003133714,lowest,highest,Burma
5184,97.0,16.0,96.0,16.0,96.0,17.0,97.0,17.0,97.0,16.0,0.9580761504669985,0.0031349024498831314,lowest,high,Burma
5185,98.0,16.0,97.0,16.0,97.0,17.0,98.0,17.0,98.0,16.0,8.043602854013443,0.04450396555214258,lowest,high,Burma
5186,99.0,16.0,98.0,16.0,98.0,17.0,99.0,17.0,99.0,16.0,37.813399235407516,0.01638607864526263,lowest,high,Burma
5187,100.0,16.0,99.0,16.0,99.0,17.0,100.0,17.0,100.0,16.0,9.960383921861649,0.013016406897603873,lowest,highest,Thailand
5188,101.0,16.0,100.0,16.0,100.0,17.0,101.0,17.0,101.0,16.0,12.057332197825115,0.013397271617975428,lowest,highest,Thailand
5189,102.0,16.0,101.0,16.0,101.0,17.0,102.0,17.0,102.0,16.0,29.707430799802143,0.003521578869753876,lowest,high,Thailand
5190,103.0,16.0,102.0,16.0,102.0,17.0,103.0,17.0,103.0,16.0,9.40784936149915,0.07137326313539422,lowest,highest,Thailand
5191,104.0,16.0,103.0,16.0,103.0,17.0,104.0,17.0,104.0,16.0,5.372514699896177,0.07278588799690598,lowest,highest,Thailand
5192,105.0,16.0,104.0,16.0,104.0,17.0,105.0,17.0,105.0,16.0,17.7543044090271,0.049102294879460565,lowest,highest,Thailand
5193,106.0,16.0,105.0,16.0,105.0,17.0,106.0,17.0,106.0,16.0,12.630490710337957,0.02222733562316485,lowest,high,Lao People's Democratic Republic
5194,107.0,16.0,106.0,16.0,106.0,17.0,107.0,17.0,107.0,16.0,80.68685134251913,0.008105546409968363,lowest,medium,Lao People's Democratic Republic
5195,108.0,16.0,107.0,16.0,107.0,17.0,108.0,17.0,108.0,16.0,23.772614200909935,0.04469119615681617,lowest,high,Viet Nam
5196,109.0,16.0,108.0,16.0,108.0,17.0,109.0,17.0,109.0,16.0,12.431194136540096,0.06008658212752225,highest,medium,Viet Nam
5197,120.0,16.0,119.0,16.0,119.0,17.0,120.0,17.0,120.0,16.0,40.65297941366832,0.015601794557780869,high,medium,Philippines
5198,121.0,16.0,120.0,16.0,120.0,17.0,121.0,17.0,121.0,16.0,35.757844646771744,0.1455016853189736,highest,high,Philippines
5199,122.0,16.0,121.0,16.0,121.0,17.0,122.0,17.0,122.0,16.0,28.560439745585125,0.005090832920543346,lowest,highest,Philippines
5200,123.0,16.0,122.0,16.0,122.0,17.0,123.0,17.0,123.0,16.0,75.77973008155823,0.00034123523520202453,lowest,medium,Philippines
5201,-93.0,15.0,-94.0,15.0,-94.0,16.0,-93.0,16.0,-93.0,15.0,7.936091721057892,0.0006283679790547607,lowest,high,Mexico
5202,-92.0,15.0,-93.0,15.0,-93.0,16.0,-92.0,16.0,-92.0,15.0,10.895985116561253,0.04094195668904422,highest,high,Mexico
5203,-91.0,15.0,-92.0,15.0,-92.0,16.0,-91.0,16.0,-91.0,15.0,89.72968657811484,0.10255254057129175,highest,medium,Guatemala
5204,-90.0,15.0,-91.0,15.0,-91.0,16.0,-90.0,16.0,-90.0,15.0,66.16780360539755,0.09441792069436772,highest,high,Guatemala
5205,-89.0,15.0,-90.0,15.0,-90.0,16.0,-89.0,16.0,-89.0,15.0,63.68412176767985,0.034688035604988066,highest,high,Guatemala
5206,-88.0,15.0,-89.0,15.0,-89.0,16.0,-88.0,16.0,-88.0,15.0,22.916429738203682,0.05168146501530416,highest,high,Honduras
5207,-87.0,15.0,-88.0,15.0,-88.0,16.0,-87.0,16.0,-87.0,15.0,37.250209848086044,0.03737662102731565,highest,high,Honduras
5208,-86.0,15.0,-87.0,15.0,-87.0,16.0,-86.0,16.0,-86.0,15.0,60.827390352884926,0.013897716318656606,high,medium,Honduras
5209,-85.0,15.0,-86.0,15.0,-86.0,16.0,-85.0,16.0,-85.0,15.0,67.11284319559732,0.0061751719532471714,medium,high,Honduras
5211,-16.0,15.0,-17.0,15.0,-17.0,16.0,-16.0,16.0,-16.0,15.0,1.5583498092989125,0.05162395670106241,highest,medium,Senegal
5212,-15.0,15.0,-16.0,15.0,-16.0,16.0,-15.0,16.0,-15.0,15.0,5.864096929629644,0.026262327017666422,high,medium,Senegal
5213,-14.0,15.0,-15.0,15.0,-15.0,16.0,-14.0,16.0,-14.0,15.0,11.064258466164272,0.0029840753931438947,low,lowest,Senegal
5214,-13.0,15.0,-14.0,15.0,-14.0,16.0,-13.0,16.0,-13.0,15.0,12.387678523858387,0.0074911161764310355,medium,low,Senegal
5215,-12.0,15.0,-13.0,15.0,-13.0,16.0,-12.0,16.0,-12.0,15.0,7.69329493244489,0.010424191674292652,medium,low,Mauritania
5216,-11.0,15.0,-12.0,15.0,-12.0,16.0,-11.0,16.0,-11.0,15.0,0.047364451650840536,0.005747478218904397,medium,low,Mauritania
5217,-10.0,15.0,-11.0,15.0,-11.0,16.0,-10.0,16.0,-10.0,15.0,0.08188272283102074,0.007667785255393811,medium,low,Mauritania
5218,-9.0,15.0,-10.0,15.0,-10.0,16.0,-9.0,16.0,-9.0,15.0,0.004998453429531461,0.008993189010992659,medium,low,Mauritania
5219,-8.0,15.0,-9.0,15.0,-9.0,16.0,-8.0,16.0,-8.0,15.0,9.042593699822502e-17,0.003935141423878492,low,low,Mali
5220,-7.0,15.0,-8.0,15.0,-8.0,16.0,-7.0,16.0,-7.0,15.0,8.989720315068112e-17,0.003702979435882391,low,low,Mali
5221,-6.0,15.0,-7.0,15.0,-7.0,16.0,-6.0,16.0,-6.0,15.0,0.0004738770864302448,0.002602811624057655,lowest,medium,Mali
5222,-5.0,15.0,-6.0,15.0,-6.0,16.0,-5.0,16.0,-5.0,15.0,1.2784501331046742e-16,0.0025262517733071247,low,low,Mali
5223,-4.0,15.0,-5.0,15.0,-5.0,16.0,-4.0,16.0,-4.0,15.0,1.984882230559985,0.0060590524432139635,medium,low,Mali
5224,-3.0,15.0,-4.0,15.0,-4.0,16.0,-3.0,16.0,-3.0,15.0,12.697233259677887,0.00974123828873126,medium,low,Mali
5225,-2.0,15.0,-3.0,15.0,-3.0,16.0,-2.0,16.0,-2.0,15.0,6.8274714052677155,0.0038865835977143345,low,lowest,Mali
5226,-1.0,15.0,-2.0,15.0,-2.0,16.0,-1.0,16.0,-1.0,15.0,72.0210075378418,0.0026534805128400796,low,lowest,Mali
5227,0.0,15.0,-1.0,15.0,-1.0,16.0,0.0,16.0,0.0,15.0,23.95313580830892,0.0028127128534280567,low,lowest,Mali
5228,1.0,15.0,0.0,15.0,0.0,16.0,1.0,16.0,1.0,15.0,5.109516391530633,0.0036066762877831216,low,lowest,Mali
5229,2.0,15.0,1.0,15.0,1.0,16.0,2.0,16.0,2.0,15.0,19.87566351890564,0.005061225270908593,medium,lowest,Mali
5230,3.0,15.0,2.0,15.0,2.0,16.0,3.0,16.0,3.0,15.0,0.024811893429917593,0.003740682436580587,low,lowest,Mali
5231,4.0,15.0,3.0,15.0,3.0,16.0,4.0,16.0,4.0,15.0,91.62290493647257,0.003723253564840653,low,lowest,Niger
5232,5.0,15.0,4.0,15.0,4.0,16.0,5.0,16.0,5.0,15.0,90.5585765838623,0.009118877333944139,medium,low,Niger
5233,6.0,15.0,5.0,15.0,5.0,16.0,6.0,16.0,6.0,15.0,61.353702346483864,0.014076715633968702,high,low,Niger
5234,7.0,15.0,6.0,15.0,6.0,16.0,7.0,16.0,7.0,15.0,65.7886286576589,0.008764549281475808,medium,low,Niger
5235,8.0,15.0,7.0,15.0,7.0,16.0,8.0,16.0,8.0,15.0,2.0803484444816904,0.005302208866994865,medium,low,Niger
5236,9.0,15.0,8.0,15.0,8.0,16.0,9.0,16.0,9.0,15.0,1.1812723688223439e-14,0.005325511422676415,medium,lowest,Niger
5237,21.0,15.0,20.0,15.0,20.0,16.0,21.0,16.0,21.0,15.0,99.083012342453,0.0027751675968097017,low,lowest,Chad
5239,33.0,15.0,32.0,15.0,32.0,16.0,33.0,16.0,33.0,15.0,1.145652479802569,0.1004942008694162,highest,medium,Sudan
5240,34.0,15.0,33.0,15.0,33.0,16.0,34.0,16.0,34.0,15.0,2.7543630450963974,0.030738953601975462,high,medium,Sudan
5241,35.0,15.0,34.0,15.0,34.0,16.0,35.0,16.0,35.0,15.0,,0.0036181620084295104,low,lowest,Sudan
5242,36.0,15.0,35.0,15.0,35.0,16.0,36.0,16.0,36.0,15.0,0.13081028979892534,0.011013730156289179,medium,medium,Sudan
5243,37.0,15.0,36.0,15.0,36.0,16.0,37.0,16.0,37.0,15.0,13.557389875253042,0.021760140478622875,high,low,Sudan
5244,38.0,15.0,37.0,15.0,37.0,16.0,38.0,16.0,38.0,15.0,0.05592648327971498,0.008452779642470811,medium,low,Eritrea
5245,39.0,15.0,38.0,15.0,38.0,16.0,39.0,16.0,39.0,15.0,5.991574997703234,0.030591838666769604,high,low,Eritrea
5246,40.0,15.0,39.0,15.0,39.0,16.0,40.0,16.0,40.0,15.0,6.033830593029657,0.01590814803848896,high,lowest,Eritrea
5247,43.0,15.0,42.0,15.0,42.0,16.0,43.0,16.0,43.0,15.0,5.309481824710127e-16,0.021019751212830312,high,medium,Yemen
5248,44.0,15.0,43.0,15.0,43.0,16.0,44.0,16.0,44.0,15.0,1.4939117333455387e-15,0.07977393615399539,highest,high,Yemen
5249,45.0,15.0,44.0,15.0,44.0,16.0,45.0,16.0,45.0,15.0,1.6127284969573224e-14,0.09511016221580636,highest,medium,Yemen
